Date,EICHERMOT,HCLTECH,ICICIBANK,KOTAKBANK,NESTLEIND,RELIANCE,SHREECEM,TATAMOTORS,AMBUJACEM,BANDHANBNK,HDFCAMC,HAVELLS,JUBLFOOD,LTI,MUTHOOTFIN,TORNTPHARM,3MINDIA,AIAENG,AAVAS,ABCAPITAL,ASHOKLEY,GMRINFRA,HAL,INDHOTEL,KAJARIACER,LAURUSLABS,MPHASIS,NATIONALUM,NAM-INDIA,PETRONET,PFC,RELAXO,STARHEALTH,SUMICHEM,TRIDENT,UNOMINDA,UNIONBANK,ANURAS,ASTERDM,BALAMINES,CAMS,DCMSHRIRAM,DELTACORP,ELGIEQUIP,GARFIBRES,GESHIP,GAEL,GPPL,HEG,HATHWAY,IIFL,INFIBEAM,JSL,KNRCON,MMTC,MGL,NESCO,RBLBANK,RAILTEL,SIS,SHILPAMED,SOBHA,STAR,SPARC,THYROCARE,UFLEX,VAKRANGEE,AMRUTANJAN,ARVINDFASN,AUTOAXLES,CENTRUM,CRAFTSMAN,DEEPAKFERT,DHANUKA,DOLATALGO,FINOPB,GTPL,GRSE,GEOJITFSL,GREENPANEL,IFCI,JINDALPOLY,KCP,KSL,KOLTEPATIL,NEWGEN,NUCLEUS,ORISSAMINE,PILANIINVS,PUNJABCHEM,RATEGAIN,RAYMOND,RELINFRA,SANSERA,SHALBY,SHOPERSTOP,USHAMART
2015-04-01,1420.3355712890625,401.056884765625,272.6529235839844,677.7311401367188,6224.91796875,393.5799560546875,10550.111328125,558.678955078125,222.46469116210938,,,282.3512878417969,144.94793701171875,,173.65147399902344,541.986572265625,7879.60009765625,1142.63671875,,,62.092960357666016,16.850000381469727,,104.85741424560547,371.1251525878906,,306.7665710449219,29.960372924804688,,69.4381103515625,89.76882934570312,163.613525390625,,,1.839179277420044,17.951934814453125,145.0340118408203,,,78.37020874023438,,97.37873077392578,79.04159545898438,70.04884338378906,179.46998596191406,285.87432861328125,18.014917373657227,183.1220703125,188.14663696289062,49.25,85.29597473144531,,35.099998474121094,42.15913772583008,31.647249221801758,,301.5619812011719,,,,507.2904357910156,359.691650390625,1048.927978515625,499.9980163574219,,112.28916931152344,52.0548210144043,245.94580078125,,746.8909301757812,,,115.28072357177734,591.3519897460938,,,,,35.08439636230469,,31.8214168548584,191.9901885986328,56.920753479003906,120.22952270507812,217.72401428222656,,146.6060028076172,2147.560546875,924.1414184570312,188.0162353515625,,440.125732421875,409.9101257324219,,,407.0296325683594,22.930450439453125
2015-04-06,1399.318115234375,397.3056945800781,271.0497741699219,695.9309692382812,6403.12939453125,388.2132873535156,10537.7470703125,567.9200439453125,223.533203125,,,281.7030029296875,150.0574951171875,,171.27273559570312,563.589111328125,8144.39990234375,1167.106201171875,,,61.841407775878906,16.899999618530273,,104.62855529785156,369.04315185546875,,305.8652648925781,30.34162712097168,,70.3460693359375,88.3237533569336,165.94241333007812,,,1.952111005783081,17.658588409423828,142.79652404785156,,,77.5250015258789,,109.2920913696289,79.32953643798828,70.0254898071289,182.58993530273438,280.267333984375,18.726970672607422,182.51307678222656,191.1798553466797,51.04999923706055,86.84942626953125,,35.25,42.53917694091797,32.06365966796875,,305.8973083496094,,,,498.6509704589844,365.8529357910156,1074.4368896484375,518.9689331054688,,113.84050750732422,55.59089279174805,245.92208862304688,,714.8101806640625,,,115.03359985351562,580.5127563476562,,,,,35.623634338378906,,31.588804244995117,191.9442901611328,60.794471740722656,122.75792694091797,217.30361938476562,,145.76622009277344,2242.70556640625,924.1414184570312,192.39901733398438,,444.06103515625,399.718017578125,,,408.46697998046875,22.881244659423828
2015-04-07,1417.1259765625,398.3713684082031,267.8014221191406,690.5780639648438,6435.58740234375,392.073486328125,10624.5458984375,560.1231079101562,222.33648681640625,,,280.3136901855469,152.98284912109375,,173.43911743164062,562.2515869140625,8609.900390625,1144.142333984375,,,61.506004333496094,17.700000762939453,,103.48432922363281,367.95477294921875,,307.589599609375,30.11923599243164,,71.35270690917969,86.78340911865234,171.9309844970703,,,1.8996782302856445,17.828506469726562,141.23028564453125,,,78.69889831542969,,107.60870361328125,79.04159545898438,70.25897216796875,178.989990234375,277.77978515625,18.869380950927734,176.8532257080078,191.69253540039062,51.79999923706055,85.65445709228516,,36.650001525878906,42.70204544067383,34.145713806152344,,309.61749267578125,,,,496.82958984375,358.65728759765625,1076.406005859375,514.10205078125,,114.84429931640625,58.020442962646484,249.575927734375,,714.8101806640625,,,120.14071655273438,562.2388305664062,,,,,35.89325714111328,,31.495756149291992,195.80062866210938,59.19941329956055,126.37612915039062,213.5199432373047,,146.68600463867188,2577.53076171875,924.1414184570312,200.37664794921875,,440.4658203125,410.60504150390625,,,407.0791320800781,22.58600425720215
2015-04-08,1465.1416015625,408.72979736328125,265.86083984375,682.9844360351562,6335.55810546875,407.6322326660156,10462.970703125,561.272705078125,220.2421875,,,272.0242004394531,157.6555938720703,,171.86741638183594,572.4747314453125,9298.75,1162.2593994140625,,,61.42214584350586,17.350000381469727,,105.7270278930664,366.4405822753906,,305.630126953125,30.05568504333496,,71.7079849243164,88.27611541748047,180.10057067871094,,,1.907745361328125,18.484132766723633,140.60379028320312,,,77.71282196044922,,111.32081604003906,80.48133087158203,70.81936645507812,181.10194396972656,275.76611328125,18.940587997436523,179.43235778808594,191.94886779785156,52.849998474121094,85.152587890625,,36.54999923706055,43.871761322021484,34.113685607910156,,313.7124938964844,,,,497.86334228515625,371.38458251953125,1081.0439453125,511.3706359863281,,115.61995697021484,60.425926208496094,258.7342529296875,,717.6678466796875,,,116.43394470214844,563.08984375,,,,,35.65734100341797,,32.47273254394531,204.79873657226562,59.56399154663086,126.245361328125,216.2759552001953,,151.8848114013672,2665.70556640625,924.1414184570312,200.0811767578125,,450.37701416015625,420.6119384765625,,,404.15484619140625,23.176485061645508
2015-04-09,1445.4273681640625,410.9888916015625,270.5013427734375,712.36328125,6384.830078125,421.37835693359375,10757.3671875,559.67333984375,218.9599609375,,,263.82733154296875,157.5426788330078,,169.27622985839844,560.7328491210938,9297.7998046875,1174.0235595703125,,,63.14112854003906,17.299999237060547,,106.41355895996094,366.7008361816406,,303.47479248046875,29.92860221862793,,73.08963775634766,91.34092712402344,185.20193481445312,,,1.9117780923843384,18.439247131347656,143.7362823486328,,,77.57195281982422,,117.7522964477539,85.08849334716797,71.35641479492188,186.76589965820312,273.6733093261719,19.486492156982422,178.89505004882812,187.89028930664062,54.95000076293945,85.12867736816406,,36.900001525878906,43.1906623840332,34.49806594848633,,315.48126220703125,,,,487.45172119140625,382.94256591796875,1040.089599609375,490.4132385253906,,115.9393539428711,62.54275894165039,253.22972106933594,,722.1388549804688,,,116.35159301757812,545.577392578125,,,,,36.26398849487305,,32.84490966796875,210.0323486328125,60.42988586425781,125.19914245605469,213.42654418945312,,182.23776245117188,3156.218017578125,924.1414184570312,207.3201446533203,,462.9603576660156,422.1407775878906,,,391.8130798339844,23.57014274597168
2015-04-10,1439.0213623046875,412.3103942871094,268.5608215332031,708.2802124023438,6382.5849609375,425.7329406738281,10477.3740234375,562.4222412109375,220.79779052734375,,,270.9126892089844,157.87643432617188,,172.58953857421875,564.1102294921875,9273.099609375,1181.92919921875,,,63.224971771240234,18.799999237060547,,102.3858642578125,359.3900451660156,,308.53009033203125,30.0239200592041,,73.40544891357422,91.34092712402344,178.6712188720703,,,2.024710178375244,19.014719009399414,144.31802368164062,,,82.03279113769531,,117.3206558227539,83.02487182617188,68.78794860839844,196.07778930664062,274.85784912109375,20.340951919555664,177.96368408203125,187.84759521484375,54.79999923706055,84.77018737792969,,38.54999923706055,44.172828674316406,35.138694763183594,,317.0289001464844,,,,485.8026123046875,414.33349609375,1052.647216796875,496.2733459472656,,116.8062744140625,64.34687805175781,249.8606719970703,,717.7601318359375,,,115.8161392211914,556.01318359375,,,,,36.3987922668457,,33.21709442138672,204.6151123046875,60.01972579956055,125.98379516601562,210.9974822998047,,184.0773468017578,3028.561279296875,924.1414184570312,219.5820770263672,,465.3409729003906,439.3283996582031,,,389.4339599609375,23.668556213378906
2015-04-13,1424.8751220703125,416.0616760253906,267.3795471191406,719.83251953125,6382.62744140625,434.2772216796875,10122.8486328125,556.0247802734375,220.19944763183594,,,272.2094421386719,156.511962890625,,169.53109741210938,577.937744140625,9061.0,1153.4599609375,,,63.644248962402344,18.600000381469727,,102.43163299560547,366.3695068359375,,301.9464111328125,30.1510009765625,,73.68177795410156,91.0233383178711,175.35653686523438,,,2.1053755283355713,19.173418045043945,146.6897430419922,,,92.69190979003906,,117.10485076904297,90.1275863647461,69.6285400390625,196.02978515625,275.2922058105469,21.12421226501465,177.0323028564453,187.93304443359375,56.04999923706055,85.0091781616211,,39.150001525878906,43.52627944946289,35.3629150390625,,327.9105224609375,,,,482.898193359375,397.64862060546875,1053.478515625,494.8828125,,117.76446533203125,62.75926208496094,249.8606719970703,,719.0505981445312,,,121.9941177368164,566.0459594726562,,,,,37.039146423339844,,33.542747497558594,209.52732849121094,59.928585052490234,128.16343688964844,208.89549255371094,,189.71603393554688,3331.372802734375,924.1414184570312,228.15066528320312,,477.53570556640625,437.19732666015625,,,381.8504943847656,23.57014274597168
2015-04-15,1407.320068359375,402.6127624511719,265.77642822265625,718.9860229492188,6355.52001953125,434.818603515625,10216.0009765625,540.231201171875,222.20823669433594,,,268.3194274902344,152.91415405273438,,162.81951904296875,591.0394897460938,8824.0498046875,1157.7890625,,,62.84763717651367,17.950000762939453,,100.32624053955078,358.0177001953125,,307.6286926269531,30.500490188598633,,73.54360961914062,88.81603240966797,184.2531280517578,,,2.048909902572632,18.985872268676758,148.3007354736328,,,111.1927261352539,,113.34954833984375,90.46351623535156,69.74529266357422,196.3177947998047,270.39605712890625,22.14482307434082,171.7306671142578,186.95042419433594,54.599998474121094,86.70602416992188,,38.54999923706055,45.564640045166016,34.59415817260742,,324.940185546875,,,,485.4580383300781,393.0164794921875,1048.7967529296875,487.63214111328125,,120.9127426147461,61.14757537841797,244.4036102294922,,706.9744262695312,,,122.2412338256836,544.054443359375,,,,,39.263519287109375,,33.4962272644043,217.19407653808594,61.06790542602539,129.03530883789062,203.85060119628906,,185.75694274902344,3300.056396484375,924.1414184570312,233.51834106445312,,489.6817321777344,430.109130859375,,,367.9721984863281,23.078073501586914
2015-04-16,1404.172607421875,406.7688903808594,263.6670837402344,706.2882690429688,6318.115234375,437.03125,10136.2783203125,541.0308837890625,215.8399200439453,,,266.8837890625,149.7384490966797,,163.62660217285156,593.623779296875,8680.849609375,1144.236572265625,,,62.3026008605957,17.700000762939453,,97.94623565673828,363.7433166503906,,309.78411865234375,29.960372924804688,,73.46466827392578,87.43448638916016,181.0616912841797,,,1.9601774215698242,18.32543182373047,146.7792510986328,,,105.7927474975586,,109.42158508300781,85.90434265136719,68.62451171875,192.18983459472656,270.90936279296875,21.147945404052734,172.48292541503906,186.52320861816406,54.900001525878906,84.72240447998047,,38.650001525878906,44.355438232421875,33.85742950439453,,323.1233825683594,,,,477.0154724121094,378.6251220703125,1037.2017822265625,484.0068054199219,,117.39942932128906,61.700843811035156,239.1363983154297,,691.44091796875,,,121.12918090820312,544.7262573242188,,,,,40.27459716796875,,32.937957763671875,214.07229614257812,58.60696029663086,125.02474975585938,201.42161560058594,,178.11871337890625,3132.56884765625,924.1414184570312,236.47303771972656,,484.77471923828125,421.5384521484375,,,363.8582458496094,22.389175415039062
2015-04-17,1357.526611328125,400.7371520996094,261.64215087890625,690.4287719726562,6294.7822265625,436.3250427246094,9736.3173828125,535.1332397460938,211.01022338867188,,,264.6146545410156,144.74176025390625,,161.20535278320312,580.8618774414062,8772.5,1126.966796875,,,61.17058563232422,17.200000762939453,,97.90047454833984,361.2354431152344,,308.96112060546875,30.405174255371094,,72.83304595947266,88.41903686523438,180.075927734375,,,1.9198449850082397,17.993616104125977,147.31625366210938,,,108.14055633544922,,106.87490844726562,83.88871765136719,66.07941436767578,188.15786743164062,271.77801513671875,20.88686180114746,168.3992156982422,186.22415161132812,54.79999923706055,85.84565734863281,,39.54999923706055,43.71381759643555,33.473052978515625,,325.4689025878906,,,,465.49615478515625,371.5644836425781,997.6913452148438,466.82373046875,,116.39562225341797,60.61837387084961,234.29627990722656,,700.6596069335938,,,118.28732299804688,533.7977294921875,,,,,38.85908889770508,,32.98448181152344,210.4455108642578,59.2449836730957,125.11194610595703,198.38528442382812,,172.52000427246094,3138.94189453125,924.1414184570312,236.96548461914062,,465.7296142578125,419.96331787109375,,,368.9139099121094,22.48758888244629
2015-04-20,1308.8419189453125,394.0020751953125,262.528076171875,682.635986328125,6251.9375,416.92974853515625,9747.2763671875,532.984130859375,212.03599548339844,,,269.43084716796875,141.2814178466797,,161.24781799316406,560.3474731445312,8551.900390625,1138.307373046875,,,59.24197769165039,16.5,,96.06970977783203,359.5082702636719,,306.60986328125,29.452030181884766,,71.03690338134766,87.64093017578125,178.53565979003906,,,1.8956451416015625,17.75316619873047,141.85678100585938,,,105.9805679321289,,104.15555572509766,83.93669891357422,66.7798843383789,181.43797302246094,269.3299255371094,20.64950942993164,162.20201110839844,186.99313354492188,52.95000076293945,85.17647552490234,,38.5,43.777984619140625,32.64023208618164,,319.9800109863281,,,,453.9769592285156,367.5618591308594,979.5332641601562,461.9071960449219,,112.97357940673828,55.95172119140625,226.96485900878906,,697.20263671875,,,113.75682067871094,534.8726806640625,,,,,38.825382232666016,,31.728368759155273,205.67100524902344,58.0145149230957,122.75792694091797,193.38714599609375,,163.3221435546875,2967.272216796875,924.1414184570312,226.67333984375,,445.2756652832031,399.8569641113281,,,356.91912841796875,22.09393310546875
2015-04-21,1268.79296875,379.6581115722656,262.2749938964844,673.7225952148438,6193.17919921875,412.5986633300781,9698.8349609375,527.1865234375,205.15476989746094,,,267.20794677734375,140.7660369873047,,162.7345733642578,532.48876953125,8304.900390625,1111.155517578125,,,58.99040985107422,16.100000381469727,,98.63279724121094,362.4421081542969,,310.2543640136719,29.896827697753906,,69.77367401123047,87.56153106689453,177.31578063964844,,,1.907745361328125,17.66179084777832,141.63304138183594,,,101.33187866210938,,105.79578399658203,82.73692321777344,67.13013458251953,180.81398010253906,272.2518005371094,20.198543548583984,165.6051025390625,188.36024475097656,51.599998474121094,84.74629974365234,,37.900001525878906,44.81444549560547,32.22381591796875,,310.79986572265625,,,,451.8847351074219,376.6463623046875,973.364013671875,446.41259765625,,115.25494384765625,55.879554748535156,232.23208618164062,,718.4976196289062,,,113.38614654541016,527.437744140625,,,,,38.757972717285156,,31.681846618652344,210.1700439453125,58.515811920166016,124.67601776123047,201.18801879882812,,166.44140625,2883.677978515625,924.1414184570312,223.12771606445312,,440.66015625,392.8614807128906,,,347.1548156738281,21.798690795898438
2015-04-22,1273.7445068359375,373.9674072265625,264.04681396484375,678.32861328125,6178.97265625,414.1521301269531,9797.708984375,523.2880859375,206.90711975097656,,,268.18048095703125,140.3341064453125,,162.22482299804688,549.5803833007812,8534.849609375,1104.2381591796875,,,59.451595306396484,16.100000381469727,,100.87548065185547,366.25128173828125,,306.1787414550781,29.960372924804688,,69.91183471679688,87.75209045410156,176.14517211914062,,,1.9319446086883545,17.708284378051758,139.7087860107422,,,101.84839630126953,,108.1698226928711,82.8329086303711,66.4530029296875,181.5339813232422,267.158203125,19.77131462097168,158.18992614746094,189.59918212890625,53.400001525878906,84.17271423339844,,38.0,44.972381591796875,32.448036193847656,,312.4340515136719,,,,465.1269836425781,367.96661376953125,989.2030639648438,458.828125,,114.34239196777344,56.264427185058594,229.05279541015625,,708.5875854492188,,,112.2329330444336,529.4085083007812,,,,,38.757972717285156,,31.77489471435547,211.4555206298828,58.10566329956055,122.58354949951172,207.1671600341797,,166.68136596679688,2901.153564453125,924.1414184570312,216.72592163085938,,438.52239990234375,400.1812438964844,,,349.6826171875,21.454240798950195
2015-04-23,1307.5166015625,381.5123596191406,263.11871337890625,685.947265625,6211.92626953125,412.8811950683594,10018.5908203125,511.792724609375,203.1032257080078,,,267.43951416015625,139.47023010253906,,160.82305908203125,550.2603149414062,8449.0498046875,1069.88671875,,,58.78078842163086,15.75,,97.80895233154297,368.07305908203125,,309.9408264160156,29.8015193939209,,68.62887573242188,87.7203369140625,173.9271697998047,,,1.9722771644592285,17.738737106323242,136.93431091308594,,,100.62752532958984,,104.45770263671875,81.48915100097656,66.3829345703125,182.68594360351562,273.2784118652344,19.937456130981445,151.7061767578125,189.81275939941406,52.45000076293945,84.98528289794922,,37.849998474121094,47.44013977050781,31.96756362915039,,311.9918212890625,,,,467.95751953125,367.0671691894531,973.5388793945312,450.6835632324219,,114.8899154663086,55.66305923461914,231.82875061035156,,697.3409423828125,,,111.82107543945312,531.155029296875,,,,,37.98281478881836,,31.542282104492188,211.9145965576172,58.0145149230957,127.37877655029297,208.66192626953125,,184.0773468017578,2873.222412109375,924.1414184570312,200.52439880371094,,439.6884765625,394.4366455078125,,,343.5860900878906,21.601863861083984
